Details,QTY(PCS),Unit Price,Amount,日期,主播,INV
Sardonyx Pendants ,4,2,8,2023-08-05 00:00:00,陈佳宗,MC5879
Black Resin Squirrel Stands ,2,5,10,2023-08-05 00:00:00,陈佳宗,MC5879
Green Mica                                                                                                                                                                                         Green Mica Sphere ,1,19,19,2023-08-06 00:00:00,阿禾特,MC5879
Fluorite Point ,1,13,13,2023-08-06 00:00:00,阿禾特,MC5879
"Indonesia Green Agate   Towers
2 Pieces(12+8)",1,20,20,2023-08-06 00:00:00,阿禾特,MC5879
Purple Tourmaline WithMica Tower ,1,19,19,2023-08-06 00:00:00,阿禾特,MC5879
Mixed Bracelets ,13,2,26,2023-08-06 00:00:00,阿禾特,MC5879
Mixed Bracelets ,8,3,24,2023-08-06 00:00:00,阿禾特,MC5879
Super9 &Rhodonite Bracelets ,4,4,16,2023-08-06 00:00:00,阿禾特,MC5879
"Mixed Bracelets 
3 Pieces(1 sky blue,1 silver obsidian，1 agate )",3,3,9,2023-08-06 00:00:00,阿禾特,MC5879
Mixed Bracelets ,8,3,24,2023-08-06 00:00:00,阿禾特,MC5879
Mixed Crystal Mushroom $820% Discount ,5,6.4,32,2023-08-10 00:00:00,阿禾特,MC5879
Mixed Crystal Animals,11,2,22,2023-08-10 00:00:00,阿禾特,MC5879
Fluorite Heart,5,1,5,2023-08-10 00:00:00,阿禾特,MC5879
Mixed Crystal Snowflake $6 25% Discount,1,4.5,4.5,2023-08-11 00:00:00,阿禾特,MC5879
Metal Stands ,2,2,4,2023-08-11 00:00:00,阿禾特,MC5879
Strawberry Quartz Sphere 2pcs($28+33) 20% Discount ,1,48.8,48.8,2023-08-12 00:00:00,陈佳宗,MC5879
Pink Opalite Snowflake  20% Discount ,3,4.8,14.4,2023-08-12 00:00:00,陈佳宗,MC5879
Azurite Bracelet,2,4,8,2023-08-13 00:00:00,陈佳宗,MC5879
"Resin Lion Sphere Holders 
3 Pieces(2 black ，1 silver )",3,6,18,2023-08-14 00:00:00,阿禾特,MC5879
Silver Metal Tree stand ,1,12,12,2023-08-14 00:00:00,阿禾特,MC5879
Silver Metal  Stand ,1,6,6,2023-08-14 00:00:00,阿禾特,MC5879
Mixed Spheres Holders,8,2,16,2023-08-14 00:00:00,阿禾特,MC5879
"Metal Stands 
11 Pieces(9*2+2*4)",1,24,24,2023-08-14 00:00:00,阿禾特,MC5879
Silver Obsidian Elephants ,2,10,20,2023-08-23 00:00:00,陈佳宗,MC5879
Purple Mica Slim waist point,1,8,8,2023-08-23 00:00:00,陈佳宗,MC5879
Fluorite Butterfly with stand,1,15,15,2023-08-23 00:00:00,陈佳宗,MC5879
Blue Onyx Cat's Paw,1,4.5,4.5,2023-08-23 00:00:00,陈佳宗,MC5879
Banded AgateBracelets ,4,3,12,2023-08-25 00:00:00,陈佳宗,MC5879
Fluorite Bracelets ,2,4,8,2023-08-25 00:00:00,陈佳宗,MC5879
Labradorite Point ,1,18,18,2023-09-02 00:00:00,刘唯雯,MC5879
Silver Dragon Spheres Stand ,1,12,12,2023-09-04 00:00:00,阿禾特,MC5879
"Fluorite Spheres 
2 Pieces(30+27)",1,57,57,2023-09-13 00:00:00,陈佳宗,MC5879
Moon Stone Sphere ,1,16,16,2023-09-13 00:00:00,陈佳宗,MC5879
Valcanic Agate Growing With Pink Calcite  Sphere ,1,30,30,2023-09-13 00:00:00,陈佳宗,MC5879
Dragon Blood Stone Sphere ,1,10,10,2023-09-13 00:00:00,陈佳宗,MC5879
Yellow Mica Sphere ,1,23,23,2023-09-13 00:00:00,陈佳宗,MC5879
Rainforest Jasper Sphere ,1,29,29,2023-09-13 00:00:00,陈佳宗,MC5879
Ocean Jasper Tower ,1,17,17,2023-09-13 00:00:00,陈佳宗,MC5879
"Purple Mica Towers 
2 Pieces(12.5+15)",1,27.5,27.5,2023-09-13 00:00:00,陈佳宗,MC5879
Moss Agate Chips Bag ,1,10,10,2023-09-13 00:00:00,陈佳宗,MC5879
"Citrine &Smoky Quartz PointsBag 
3 Pieces(8+8+7)",1,23,23,2023-09-13 00:00:00,陈佳宗,MC5879
Smoking Pipe Point ,1,5,5,2023-09-13 00:00:00,陈佳宗,MC5879
Larvikite Dog ,1,25,25,2023-09-13 00:00:00,陈佳宗,MC5879
Yooperlite DragonHead ,1,10,10,2023-09-13 00:00:00,陈佳宗,MC5879
Black Tourmaline Cats ,4,4.5,18,2023-09-13 00:00:00,陈佳宗,MC5879
Black Obsidian Dog ,1,9,9,2023-09-13 00:00:00,陈佳宗,MC5879
Mixed Owls ,3,3,9,2023-09-13 00:00:00,陈佳宗,MC5879
Picasso &PinkZebra Jasper Elephants ,2,12,24,2023-09-13 00:00:00,陈佳宗,MC5879
Jade DragonHead ,1,10,10,2023-09-13 00:00:00,陈佳宗,MC5879
"Ocean Jasper Towers 
2 Pieces(24+11)",1,35,35,2023-09-13 00:00:00,陈佳宗,MC5879
Amber Cherry Blossom Agate Dog ,1,20,20,2023-09-13 00:00:00,陈佳宗,MC5879
Snow flake Jasper &Amethyst Earrings,2,3,6,2023-09-13 00:00:00,陈佳宗,MC5879
Fluorite Cats,2,3,6,2023-09-13 00:00:00,陈佳宗,MC5879
Blue Tieger's Eye &Black Tourmaline Cats ,3,4.5,13.5,2023-09-13 00:00:00,陈佳宗,MC5879
Lapis Pendulum ,1,2,2,2023-09-13 00:00:00,陈佳宗,MC5879
Fluorite Mini Carvings,7,1,7,2023-09-03 00:00:00,阿禾特,MC5879
Mixed Skulls,4,8,32,2023-09-03 00:00:00,阿禾特,MC5879
Jade&Picasso Dragon Heads ,2,10,20,2023-09-03 00:00:00,阿禾特,MC5879
White Jade Dragon Head ,1,4,4,2023-09-03 00:00:00,阿禾特,MC5879
Jade Skull ,1,8,8,2023-09-03 00:00:00,阿禾特,MC5879
Moss Agate Skull ,1,13,13,2023-09-03 00:00:00,阿禾特,MC5879
Amber Cherry Blossom Agate Skull Original Price$ 29,1,24,24,2023-09-14 00:00:00,陈佳宗,MC5879
Astrophylite Skull Original Price$ 25,1,20,20,2023-09-14 00:00:00,陈佳宗,MC5879
Valcanic Agate Growing With Pink Calcite  Butterfly WingsWith Stand ,1,29,29,2023-09-14 00:00:00,陈佳宗,MC5879
Ruby kyanite Flowers Original Price$ 10,6,8,48,2023-09-14 00:00:00,陈佳宗,MC5879
Garnet Cats,2,9,18,2023-09-14 00:00:00,陈佳宗,MC5879
Inner Mongolia Fluorite  Tower,1,23,23,2023-09-14 00:00:00,陈佳宗,MC5879
Jade &Larvikite &Picasso Jasper Dragon Heads ,3,4,12,2023-09-14 00:00:00,陈佳宗,MC5879
White Calcite Specimen ,1,10,10,2023-09-14 00:00:00,陈佳宗,MC5879
Blue Suger Fluorite  Specimen ,1,20,20,2023-09-14 00:00:00,陈佳宗,MC5879
Picasso Stone Cats ,3,12,36,2023-09-14 00:00:00,陈佳宗,MC5879
Black Obsidian Fairies Original Price$ 20,2,16,32,2023-09-14 00:00:00,陈佳宗,MC5879
Labradorite Skulls,2,9,18,2023-09-14 00:00:00,陈佳宗,MC5879
Hemimorphite Raw Stone ,1,22,22,2023-09-16 00:00:00,陈佳宗,MC5879
Black Obsidian Pig Original Price$ 14,2,11.2,22.4,2023-09-16 00:00:00,陈佳宗,MC5879
"Stitchite Points 
3 Pieces(16+16+17)",1,49,49,2023-09-17 00:00:00,阿禾特,MC5879
Azurite Point ,1,20,20,2023-09-17 00:00:00,阿禾特,MC5879
Fluorite Slim waist Point ,1,15,15,2023-09-17 00:00:00,阿禾特,MC5879
"Sugilite Points 
4 Pieces(10+14+12+9)",1,45,45,2023-09-17 00:00:00,阿禾特,MC5879
"Picasso Stone Dragon Heads 
3 Pieces(4+4+10)",1,18,18,2023-09-17 00:00:00,阿禾特,MC5879
Rose Quartz Angels ,4,4,16,2023-09-17 00:00:00,阿禾特,MC5879
Tiger's Eyes Angel ,1,5,5,2023-09-17 00:00:00,阿禾特,MC5879
Selenite Skulls ,2,4.5,9,2023-09-17 00:00:00,阿禾特,MC5879
Fluorite Point ,1,10,10,2023-09-17 00:00:00,阿禾特,MC5879
Emerald Moons ,3,5,15,2023-09-17 00:00:00,阿禾特,MC5879
Fluorite Tower ,1,35,35,2023-09-17 00:00:00,阿禾特,MC5879
"Calcite growing with Selenite Clusters 
2 Pieces(22+27)",1,49,49,2023-09-17 00:00:00,阿禾特,MC5879
Ocean Jasper Tower,1,35,35,2023-10-06 00:00:00,小马,MC5879
Black Agate Tower,1,30,30,2023-10-06 00:00:00,小马 ,MC5879
Selenite Snow Snakes Suncatchers ,2,15,30,2023-10-19 00:00:00,陈佳宗,MC5879
Aquamarine Pendant Free Gift,1,0,0,2023-08-19 00:00:00,小马,MC5590
Aura Glass Heart Suncatcher Free Gift,1,0,0,2023-08-19 00:00:00,小马,MC5590
Inspirational stone ,1,25,25,2023-09-06 00:00:00,小马,MC5590
Pink Tourmaline Bracelet ,1,7,7,2023-09-10 00:00:00,小马,MC5590
Natural Opal Sterling Silver Pendant ,1,19,19,2023-09-10 00:00:00,小马,MC5590
Labradorite Sterling Silver Pendants ,2,14,28,2023-09-10 00:00:00,小马,MC5590
Clear Quartz Sterling Silver Pendant,1,20,20,2023-09-10 00:00:00,小马,MC5590
Garden Quartz Sterling Silver Pendant,1,19,19,2023-09-10 00:00:00,小马,MC5590
"Rose Quartz Pendant with Sterling silver necklace
2 Pieces(20+6)",1,26,26,2023-09-10 00:00:00,小马,MC5590
Sterling silver necklace,4,6,24,2023-09-10 00:00:00,小马,MC5590
Garnet Heart Cupid's Arrow,1,14,14,2023-09-10 00:00:00,小马,MC5590
Sterling silver necklace Free Gift,1,0,0,2023-09-10 00:00:00,小马,MC5590
"Metal Dragons 
3 Pieces(1 golden，1 Silver，1 rose golden )",3,12,36,2023-08-27 00:00:00,小马,MC5717
Rose Golden Metal Heart Stand ,1,3,3,2023-08-27 00:00:00,小马,MC5717
FluoriteButterfly Pendnats,2,5,10,2023-08-27 00:00:00,小马,MC5717
Carnelian Dreamcatcher,1,8,8,2023-08-27 00:00:00,小马,MC5717
Dream Amethyst Angel ,1,5,5,2023-08-27 00:00:00,小马,MC5717
AuraDruzy Agate Indian ,1,12,12,2023-08-27 00:00:00,小马,MC5717
Blue Aventurine Paw,1,3,3,2023-08-27 00:00:00,小马,MC5717
Blue Tieger's Eye Skull ,1,8,8,2023-08-27 00:00:00,小马,MC5717
Strawberry Quartz Gestures,1,9,9,2023-08-27 00:00:00,小马,MC5717
Luminous Ghosts 3 Pieces(3 pieces 1 $),1,1,1,2023-08-27 00:00:00,小马,MC5717
Tapestry ,1,10,10,2023-08-27 00:00:00,小马,MC5717
"Fire Quartz Points Bag 
3 Pieces",1,19.5,19.5,2023-08-28 00:00:00,刘唯雯,MC5717
"Pink Tourmaline Points Bag 4pieces, riginal Price$18.5",1,16,16,2023-08-28 00:00:00,刘唯雯,MC5717
"Mixed Crystal Woodoo Dull 
4 Pieces(1 strawbery quartz，1 labradorite,1 lepidolite，1 caligraphy )",4,14,56,2023-08-28 00:00:00,刘唯雯,MC5717
"Mixed Cats With Hats 
4 Pieces(1 garnet,2 kiwi jasper,1 garnet )",4,6,24,2023-08-28 00:00:00,刘唯雯,MC5717
Yooperlite Owls ,2,12,24,2023-08-28 00:00:00,刘唯雯,MC5717
"Pyrite Carvings 
8 Pieces(2 scorpio,2 sea turtles，2 crabs,1 snail ,1 spider )",8,7,56,2023-08-28 00:00:00,刘唯雯,MC5717
Labradorite Mushroom Body ,1,10,10,2023-08-28 00:00:00,刘唯雯,MC5717
Purple Shell Conches ,10,1,10,2023-08-28 00:00:00,刘唯雯,MC5717
Astrophylite Fox Keys ,3,8,24,2023-08-28 00:00:00,刘唯雯,MC5717
"Mixed Raven skulls
3 Pieces(1 labrdorite,1 rose quartz,1 sodalite )",3,3,9,2023-08-28 00:00:00,刘唯雯,MC5717
Pyrite Bracelets ,2,5,10,2023-08-28 00:00:00,刘唯雯,MC5717
Clear Quartz Clusters,1,11,11,2023-08-28 00:00:00,刘唯雯,MC5717
Grey Moon Stone Headstones ,2,12,24,2023-08-28 00:00:00,刘唯雯,MC5717
"MixedMushrooms 
4 Pieces(1 blue aventurine，1 fluorite,1 que sera，1 edlinejasper )",4,8,32,2023-08-28 00:00:00,刘唯雯,MC5717
"Light Stands 
2 Pieces(4+6)",1,10,10,2023-09-02 00:00:00,小马,MC5717
Resin Sunflower Sphere ,1,25,25,2023-09-02 00:00:00,小马,MC5717
Resin small daisy Sphere ,1,20,20,2023-09-02 00:00:00,小马,MC5717
Mixed Crystal DT Points ,36,1,36,2023-09-10 00:00:00,斯蒂芬,MC5872
"Blue Calcite Spheres 
2 Pieces(26+29)",1,55,55,2023-09-09 00:00:00,小马,MC5872
Clear Quartz Sphere ,1,19,19,2023-09-09 00:00:00,小马,MC5872
Black Obsidian DT Points ,2,6,12,2023-09-09 00:00:00,小马,MC5872
"Clear Quartz DT Points 
2 Pieces(6+9.5)",1,15.5,15.5,2023-09-09 00:00:00,小马,MC5872
Blue Tiger's Eye Bracelet ,1,9,9,2023-09-09 00:00:00,小马,MC5872
"Aura Clear Quartz DT Points 
2 Pieces(8+5)",1,13,13,2023-09-09 00:00:00,小马,MC5872
Black Obsidian Point ,1,2,2,2023-09-09 00:00:00,小马,MC5872
Black Obsidian Chakra Tower ,1,42,42,2023-09-09 00:00:00,小马,MC5872
Moissanite Ring 0.5oct,2,20,40,2023-09-09 00:00:00,小马,MC5872
Moissanite Rings 2.0 oct,1,25,25,2023-09-10 00:00:00,小马,MC5872
Moissanite Rings 1.0 oct,2,20,40,2023-09-10 00:00:00,小马,MC5872
Moissanite Earrings1.0 oct,1,28,28,2023-09-10 00:00:00,小马,MC5872
Opal Ring ,1,11,11,2023-09-10 00:00:00,小马,MC5872
Seraphinite Sterling Silver Pendant ,1,16,16,2023-09-11 00:00:00,斯蒂芬,MC5872
Clear Quartz Sphere ,1,28,28,2023-09-11 00:00:00,阿禾特,MC5872
Citrine Chips Bag ,1,5,5,2023-09-13 00:00:00,阿禾特,MC5872
Aura Clear Quartz Chips Bag ,1,5,5,2023-09-13 00:00:00,阿禾特,MC5872
Red Jasper with Pyrite with Ocean Jasper Turtle $7 20% Discount,2,5.6,11.2,2023-09-15 00:00:00,小马,MC5872
Rhodonite Hearts $3 20% Discount,4,3.2,12.8,2023-09-15 00:00:00,小马,MC5872
Mixed Crystal Mushrooms $8 20% Discount,8,6.4,51.2,2023-09-15 00:00:00,小马,MC5872
"Prehmite Hearts 
2 Pieces(7+8)20% Discount",1,12,12,2023-09-15 00:00:00,小马,MC5872
"Aura Kyanite Specimens Bags 
4 Bags(10+11+9+13.5)",1,43.5,43.5,2023-09-15 00:00:00,小马,MC5872
"Tombstone
2 Pieces(1 Labradorite,1 Silver Obsidian) $12 20% Discount",2,9.6,19.2,2023-09-15 00:00:00,小马,MC5872
Black Obsidian Cat Head $18 20% Discount,1,14.4,14.4,2023-09-15 00:00:00,小马,MC5872
Black Obsidian Magic Cat $18 20% Discount,1,14.4,14.4,2023-09-15 00:00:00,小马,MC5872
Black Obsidian Gargoyles$10 20% Discount,2,8,16,2023-09-15 00:00:00,小马,MC5872
Druzy Volcanno Agate Skull $35 20% Discount,1,28,28,2023-09-15 00:00:00,小马,MC5872
Volcanno Agate Dragon Head $32 20% Discount,1,25.6,25.6,2023-09-15 00:00:00,小马,MC5872
Volcanno Agate Skull $48.5 20% Discount,1,38.8,38.8,2023-09-15 00:00:00,小马,MC5872
Aura Glass Skull $15 20% Discount,1,12,12,2023-09-15 00:00:00,小马,MC5872
Larvikite Skull $13 20% Discount,1,10.4,10.4,2023-09-15 00:00:00,小马,MC5872
Fluorite Pennis $32 20% Discount,1,25.6,25.6,2023-09-15 00:00:00,小马,MC5872
Moissanite Earrings 0.5'oct (62+67),2,20,40,2023-09-15 00:00:00,小马,MC5872
Mixed Crystal Point Pendants ,7,1,7,2023-08-25 00:00:00,刘唯雯,MC5752
Pterosaur Pendants ,5,1,5,2023-08-25 00:00:00,刘唯雯,MC5752
Star and Moon Pendants ,4,1,4,2023-08-25 00:00:00,刘唯雯,MC5752
Aura Cluster Moons ,3,6,18,2023-08-26 00:00:00,小马,MC5752
Fluorite Heart ,1,12,12,2023-08-27 00:00:00,刘唯雯,MC5752
"Hearts 
7 Pieces(1 Dream Amethyst,2 Amethyst,2 Fire Quartz,2 Black Obsidian;3*6+4)",1,22,22,2023-08-27 00:00:00,刘唯雯,MC5752
Green Sandstone Bracelets ,2,3,6,2023-08-27 00:00:00,刘唯雯,MC5752
Labradorite Evil Eyes Bracelet,1,2,2,2023-08-27 00:00:00,刘唯雯,MC5752
Colorful Obsidian Bracelet ,1,3,3,2023-08-27 00:00:00,刘唯雯,MC5752
Rose Quartz Cat's Paw Bracelet ,1,6,6,2023-08-27 00:00:00,刘唯雯,MC5752
Tarot Card ,1,5,5,2023-08-27 00:00:00,阿禾特,MC5752
Color opal Necklace ,1,5,5,2023-08-27 00:00:00,阿禾特,MC5752
Rose Quartz &Howlite Bracelet ,1,2,2,2023-08-28 00:00:00,刘唯雯,MC5752
Glass Sphere ,1,6,6,2023-08-29 00:00:00,刘唯雯,MC5752
Pink Calcite Sphere ,1,21,21,2023-08-29 00:00:00,刘唯雯,MC5752
Smoky Quartz Ring ,1,10,10,2023-08-29 00:00:00,刘唯雯,MC5752
Kambaba Ring ,1,3,3,2023-08-29 00:00:00,刘唯雯,MC5752
Agate Bracelets ,2,2,4,2023-08-29 00:00:00,阿禾特,MC5752
Aura Selenite Massage Wands ,4,6,24,2023-08-29 00:00:00,阿禾特,MC5752
Fluorite Pendants ,6,1,6,2023-08-30 00:00:00,阿禾特,MC5752
Luminous DT Points Pendants ,3,2,6,2023-08-30 00:00:00,阿禾特,MC5752
"Heart Worry Stones 
2 Pieces(1 Dream Amethyst,1 Tiger's Eyes)",2,2,4,2023-08-30 00:00:00,阿禾特,MC5752
Dream Amethyst Turtle ,1,2,2,2023-08-30 00:00:00,阿禾特,MC5752
"Bracelets 
3 Pieces(2 pink Mojave,1 turqoise;4+4+2)",1,10,10,2023-08-30 00:00:00,阿禾特,MC5752
Snow flake Wooden Sphere Stands ,3,2,6,2023-08-30 00:00:00,阿禾特,MC5752
Maple leaf Wooden Sphere Stands ,2,2,4,2023-08-30 00:00:00,阿禾特,MC5752
Lotus Wooden Sphere Stands ,2,2,4,2023-08-30 00:00:00,阿禾特,MC5752
Resin Sunflower Sphere ,1,25,25,2023-08-31 00:00:00,刘唯雯,MC5752
Blue Tiger's Eye Spheres ,2,2.5,5,2023-08-31 00:00:00,刘唯雯,MC5752
Resin Small daisy Sphere ,1,20,20,2023-08-31 00:00:00,阿禾特,MC5752
Hematite Worry Stones ,2,3,6,2023-09-01 00:00:00,阿禾特,MC5752
Pyrite Bracelet ,1,5,5,2023-09-01 00:00:00,阿禾特,MC5752
Afghan Jade vase,1,12,12,2023-09-01 00:00:00,刘唯雯,MC5752
Jade With Newberyite Point ,1,18,18,2023-09-02 00:00:00,刘唯雯,MC5752
Valcanic Agate Growing With Pink Calcite  Point ,1,16,16,2023-09-02 00:00:00,刘唯雯,MC5752
Wind Bell Bird ,1,6,6,2023-09-03 00:00:00,刘唯雯,MC5752
Feather FluoriteTower,1,26,26,2023-09-03 00:00:00,刘唯雯,MC5752
Clear Quartz Bracelets ,2,3,6,2023-09-03 00:00:00,刘唯雯,MC5752
Rose Quartz Cat's Paw Hearts,2,7,14,2023-08-31 00:00:00,小马,MC5791
Crack Clear Quartz Tumbles Bag ,1,16,16,2023-09-01 00:00:00,陈佳宗,MC5791
"Aura Kyanite Specimens 
2 Bags(12+10)",1,22,22,2023-09-01 00:00:00,小马,MC5791
Cloth Bags ,3,3,9,2023-09-01 00:00:00,阿禾特,MC5791
"Aura Kyanite Raw Sticks  Bags 
4 Bags(11+11+9+12)",1,43,43,2023-09-01 00:00:00,阿禾特,MC5791
Red Tiger's Eyes Spheres ,2,11,22,2023-09-03 00:00:00,阿禾特,MC5801
Fluorite Cats ,2,3,6,2023-09-03 00:00:00,阿禾特,MC5801
Mixed Chips Moon Key Chains ,7,2,14,2023-09-03 00:00:00,阿禾特,MC5801
Mixed Apple Key Chains ,12,2,24,2023-09-03 00:00:00,阿禾特,MC5801
Mixed Spring Sphere Key Chains ,10,1,10,2023-09-03 00:00:00,阿禾特,MC5801
"Mixed Tiny Spheres 
14 Pieces(12*1+2*2)",1,16,16,2023-09-03 00:00:00,阿禾特,MC5801
Ocean Jasper &Blue Aventurine Elephants ,3,4,12,2023-09-03 00:00:00,阿禾特,MC5801
Yooperlite &Jade Dragon Heads ,2,4,8,2023-09-03 00:00:00,阿禾特,MC5801
"Mixed Elephants 
3 Pieces(1 ocean jasper，1 purple mica，1 blueaventurne )",3,6,18,2023-09-03 00:00:00,阿禾特,MC5801
"Metal Double Spheres Stands 
6 Pieces(2 rosegolden，2 black，2 silver )",6,6,36,2023-09-03 00:00:00,小马,MC5801
Orange Calcite Pikachu ,1,3,3,2023-09-03 00:00:00,小马,MC5801
Moss Agate Sphere ,1,39,39,2023-09-03 00:00:00,小马,MC5801
Purple&Blue Resin DRagon Stand ,1,12,12,2023-09-03 00:00:00,小马,MC5801
Purple Mica With Pink Tourmaline Tower ,1,13,13,2023-09-03 00:00:00,小马,MC5801
Clear Quartz Sphere ,1,3,3,2023-09-03 00:00:00,刘唯雯,MC5831
Clear Quartz Clusters Flower,1,17,17,2023-09-03 00:00:00,刘唯雯,MC5831
Copperas Clusters ,1,18,18,2023-09-03 00:00:00,小马,MC5831
"Druzy Selenite Selenite 
3 Pieces(8+7+1.5)",1,16.5,16.5,2023-09-04 00:00:00,阿禾特,MC5831
Mixed Crystal Raw Stone Pendants ,5,2,10,2023-09-04 00:00:00,阿禾特,MC5831
Clear Quartz Pendant ,1,2,2,2023-09-04 00:00:00,阿禾特,MC5831
Selenite Moon And Star Bowl,1,15,15,2023-09-04 00:00:00,阿禾特,MC5831
Fluorite Stars ,3,1,3,2023-09-04 00:00:00,阿禾特,MC5831
"Mixed Crystal Moons 
11 Pieces(1$=2pcs)",1,5,5,2023-09-04 00:00:00,阿禾特,MC5831
Druzy Selenite ,1,2,2,2023-09-04 00:00:00,刘唯雯,MC5831
Mixed Crystal Drops Pendants ,12,1.5,18,2023-09-04 00:00:00,刘唯雯,MC5831
Mixed Crystal Points Pendants ,7,1,7,2023-09-04 00:00:00,刘唯雯,MC5831
"Dreamcatcher eardrop
2 Pieces(4+3)",1,7,7,2023-09-04 00:00:00,刘唯雯,MC5831
Aura Crystal Hearts ,4,1,4,2023-09-05 00:00:00,阿禾特,MC5831
Black Obsidian Witches Hat,1,4,4,2023-09-05 00:00:00,阿禾特,MC5831
Clear Quartz Clusters ,1,6,6,2023-09-05 00:00:00,阿禾特,MC5831
Noctilucent Pennis ,5,2,10,2023-09-05 00:00:00,阿禾特,MC5831
Mixed Crystal Pennis ,5,2,10,2023-09-05 00:00:00,阿禾特,MC5831
Rough Pyrite Boxs,2,2,4,2023-09-05 00:00:00,阿禾特,MC5831
Amber Cherry Blossom Agate Bulbasaur ,1,3,3,2023-09-05 00:00:00,刘唯雯,MC5831
Fluorite Bulbasaur ,2,3,6,2023-09-05 00:00:00,刘唯雯,MC5831
Ruby Kyanite Carvings ,2,3,6,2023-09-05 00:00:00,刘唯雯,MC5831
Peach Moon Stone Snake Egg,1,18,18,2023-09-05 00:00:00,刘唯雯,MC5831
Purple Mica Slim waist Point,1,3,3,2023-09-05 00:00:00,刘唯雯,MC5831
Chocolate RhodocroshitePoint ,1,4,4,2023-09-05 00:00:00,刘唯雯,MC5831
Ruby Kyanite Point ,1,3,3,2023-09-05 00:00:00,刘唯雯,MC5831
"Druzy Agate Points 
2 Pieces(4+6)",1,10,10,2023-09-05 00:00:00,刘唯雯,MC5831
Ivory nut Swan,1,6,6,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Angels ,2,6,12,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Hellow Kitty ,1,4,4,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Pikachu ,1,4,4,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Shell ,1,4,4,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Dogs ,2,5,10,2023-09-06 00:00:00,阿禾特,MC5831
Ivory nut Double Owl ,1,5,5,2023-09-06 00:00:00,阿禾特,MC5831
"Ivory nut Owls 
3 Pieces(9+6+4)",1,19,19,2023-09-06 00:00:00,阿禾特,MC5831
"Ivory nut Dragon 
2 Pieces(5+12)",1,17,17,2023-09-06 00:00:00,阿禾特,MC5831
Tarot Card ,1,5,5,2023-09-06 00:00:00,阿禾特,MC5831
Fluorite Cat Heads ,2,2.5,5,2023-09-06 00:00:00,阿禾特,MC5831
Fluorite Hearts ,2,2.5,5,2023-09-06 00:00:00,阿禾特,MC5831
Mixed Crystal Drops Pendants ,25,1,25,2023-09-06 00:00:00,阿禾特,MC5831
Mixed Crystal Cross Pendants ,12,1,12,2023-09-06 00:00:00,阿禾特,MC5831
Labradorite Pendants ,2,4,8,2023-09-06 00:00:00,阿禾特,MC5831
"Pendants 
2 Pieces(1 Lapis,1 Amazonite)",2,2,4,2023-09-06 00:00:00,阿禾特,MC5831
Opalite Necklace Free Gift,1,0,0,2023-09-06 00:00:00,阿禾特,MC5831
Aura Pink Opal Pendant,1,5,5,2023-09-06 00:00:00,阿禾特,MC5831
Ivory Nut Dog ,1,5,5,2023-09-08 00:00:00,阿禾特,MC5866
Ivory Nut Groots ,2,4,8,2023-09-08 00:00:00,阿禾特,MC5866
Ivory Nut Owls ,2,4,8,2023-09-08 00:00:00,阿禾特,MC5866
Black Obsidian Points With Patterns ,4,5,20,2023-09-08 00:00:00,阿禾特,MC5866
Garden Quartz Sphere ,1,15.5,15.5,2023-09-08 00:00:00,阿禾特,MC5866
Mixed Snowmen,12,3,36,2023-09-08 00:00:00,阿禾特,MC5866
"Mixed Dogs 
4 Pieces(1 opalite,1 labrdorite，1 Quesera,1 aventurine )",4,9,36,2023-09-08 00:00:00,阿禾特,MC5866
Fluorite Pokemon Carvings With Resin Stands ,4,8,32,2023-09-08 00:00:00,阿禾特,MC5866
Green Sandstone Bracelets ,4,3,12,2023-09-08 00:00:00,阿禾特,MC5866
Selenite Christmas Tree ,1,4.5,4.5,2023-09-08 00:00:00,阿禾特,MC5866
Rainbow Obsidian Bracelets ,4,3,12,2023-09-08 00:00:00,阿禾特,MC5866
Blue & Purple resin dragon stands (replacement of last invoice.发货时再和客户确认下),3,12,0,,,MC5866
Clear Quartz Tower,1,210,210,2023-08-26 00:00:00,小马,MC5869
Serpentine T-rex,1,88,88,2023-10-03 00:00:00,斯蒂芬,MC6131
Fluorite Sea turtle,2,14,28,2023-10-03 00:00:00,斯蒂芬,MC6131
"Blue Copperas Clusters 
2 Pieces(18+15)",1,33,33,2023-10-03 00:00:00,小马,MC6131
Crazy Agate Bracelets ,2,2,4,2023-10-03 00:00:00,小马,MC6131
Blue Chalcedony Bracelet ,1,2,2,2023-10-03 00:00:00,小马,MC6131
Shoushan Stone Bracelet ,1,2,2,2023-10-03 00:00:00,小马,MC6131
Phoenix AzuriteBracelet ,1,3,3,2023-10-03 00:00:00,小马,MC6131
Mojave Bracelets ,3,4,12,2023-10-04 00:00:00,斯蒂芬,MC6131
Citrine Pendants ,2,2,4,2023-09-09 00:00:00,刘唯雯,MC5880
Aura Bismuth Shriek Skulls,2,3,6,2023-09-10 00:00:00,刘唯雯,MC5880
Moon Stone Raven Skull ,1,4.5,4.5,2023-09-11 00:00:00,刘唯雯,MC5880
"Labradorite Spheres 
2 Pieces(3.5+6)",1,9.5,9.5,2023-09-12 00:00:00,刘唯雯,MC5880
